"","Popularity","Explicit","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time.Signature","Release.Year","genreSimplified"
"3109",47,"false",0.777,0.581,1,-10.129,1,0.0517,0.154,0,0.11,0.93,123.1,4,1973,"Both"
"3111",49,"false",0.416,0.84,0,-4.298,1,0.0787,0.0139,0,0.113,0.523,177.942,4,2011,"Pop"
"3112",65,"false",0.49,0.581,5,-6.566,1,0.0388,0.553,0.0177,0.0764,0.318,88.718,4,1972,"Rock"
"3113",1,"false",0.777,0.541,5,-12.154,1,0.0531,0.753,0.00228,0.378,0.94,124.184,4,2006,"Other"
"3114",52,"false",0.617,0.906,1,-4.822,1,0.0311,0.000451,0,0.0717,0.807,119.012,4,2014,"Pop"
"3115",1,"false",0.738,0.717,1,-5.121,1,0.0573,0.062,0,0.205,0.5,98.047,4,2019,"Pop"
"3116",12,"false",0.467,0.715,7,-4.594,0,0.0424,0.207,0,0.111,0.536,173.866,4,2015,"Pop"
"3117",66,"false",0.52,0.849,9,-3.794,0,0.186,0.00253,0,0.119,0.774,175.908,4,2021,"Pop"
"3118",55,"false",0.64,0.884,6,-2.609,1,0.0428,0.0226,0,0.187,0.573,124.968,4,2008,"Both"
"3119",45,"false",0.647,0.853,8,-4.516,1,0.0904,0.0615,0,0.062,0.618,103.846,4,2018,"Pop"
"3121",52,"false",0.418,0.906,2,-3.754,1,0.0368,1.34e-05,0.0216,0.164,0.164,173.998,4,2010,"Other"
"3122",75,"false",0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.021,4,2014,"Pop"
"3124",41,"false",0.551,0.794,4,-4.863,0,0.104,0.00119,0,0.112,0.334,135.947,4,2009,"Other"
"3125",22,"false",0.742,0.516,0,-8.549,1,0.0462,0.118,0.000182,0.12,0.871,120.715,4,2001,"Both"
"3126",57,"false",0.667,0.669,8,-6.264,1,0.0326,0.441,0.00229,0.215,0.947,98.266,4,1971,"Other"
"3127",45,"false",0.804,0.832,10,-4.723,0,0.0347,0.0148,0,0.107,0.9,111.023,4,2010,"Both"
"3128",38,"false",0.612,0.74,4,-4.752,1,0.0364,0.216,4.99e-06,0.194,0.532,85.986,4,2020,"Pop"
"3129",40,"false",0.893,0.928,6,-6.179,0,0.0888,0.0527,0.142,0.412,0.445,133.888,4,1997,"Other"
"3131",35,"false",0.429,0.718,9,-11.502,1,0.0352,0.0494,1.84e-06,0.203,0.74,157.417,4,1988,"Rock"
"3132",27,"false",0.578,0.98,10,-4.937,0,0.051,0.0215,0.241,0.0255,0.605,120.03,4,2012,"Pop"
"3134",26,"false",0.463,0.371,9,-10.485,1,0.0302,0.148,0,0.104,0.151,136.174,4,1995,"Pop"
"3135",38,"false",0.722,0.869,9,-3.104,1,0.0591,0.0421,1.37e-05,0.35,0.922,126.009,4,2013,"Pop"
"3136",46,"false",0.563,0.44,10,-11.97,1,0.0283,0.257,5.63e-06,0.0395,0.508,76.615,4,2001,"Both"
"3137",43,"false",0.662,0.613,9,-7.553,1,0.189,0.0899,0,0.0831,0.401,83.015,4,2002,"Other"
"3138",66,"false",0.357,0.653,9,-5.554,1,0.0654,0.0828,0,0.0844,0.522,176.647,4,1981,"Rock"
"3140",62,"false",0.686,0.682,7,-12.154,0,0.033,0.0806,0.000155,0.14,0.708,123.44,4,1986,"Pop"
"3141",69,"false",0.693,0.823,5,-3.761,1,0.0726,0.0932,0,0.328,0.741,87.904,4,2005,"Both"
"3142",68,"false",0.562,0.383,6,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,3,1981,"Both"
"3143",56,"false",0.744,0.611,0,-6.386,1,0.0333,0.0723,0.000532,0.0692,0.961,114.991,4,2007,"Other"
"3144",45,"false",0.815,0.606,7,-9.733,1,0.115,0.571,0,0.13,0.883,130.45,4,2003,"Both"
"3145",17,"true",0.556,0.661,6,-5.052,0,0.204,0.3,0,0.101,0.668,168.56,4,2021,"Pop"
"3147",61,"false",0.589,0.501,0,-11.665,1,0.031,0.168,0,0.0741,0.969,131.064,4,1971,"Pop"
"3149",21,"false",0.783,0.573,8,-4.573,1,0.0746,0.0108,2.1e-05,0.253,0.853,126.99,4,2004,"Pop"
"3150",65,"false",0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,4,2016,"Both"
"3151",63,"false",0.557,0.783,6,-4.893,0,0.234,0.0171,0.0172,0.151,0.442,177.008,4,2007,"Pop"
"3152",33,"false",0.671,0.703,0,-11.514,1,0.0262,0.0355,0,0.306,0.963,122.917,4,2012,"Rock"
"3153",77,"false",0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,4,2012,"Rock"
"3154",58,"true",0.716,0.838,10,-4.289,1,0.0513,0.134,0,0.148,0.646,130.034,4,2011,"Pop"
"3156",63,"true",0.636,0.848,1,-6.854,1,0.0362,0.000339,0.0402,0.141,0.934,104.073,4,1991,"Both"
"3157",4,"false",0.609,0.82,10,-4.469,0,0.0622,0.134,0,0.135,0.348,102.007,4,2016,"Pop"
"3159",45,"false",0.755,0.736,0,-9.594,1,0.107,0.657,0,0.226,0.953,106.777,4,1963,"Rock"
"3160",13,"false",0.453,0.77,5,-5.484,0,0.0469,0.542,1.52e-06,0.0778,0.691,111.209,4,1965,"Rock"
"3162",40,"false",0.696,0.921,5,-4.283,1,0.0424,0.0947,1.85e-05,0.159,0.721,123.988,4,2020,"Pop"
"3163",75,"false",0.624,0.654,8,-6.582,0,0.183,0.577,0,0.104,0.564,73.898,4,2002,"Pop"
"3164",50,"false",0.695,0.784,6,-6.564,0,0.0402,0.0889,0,0.0843,0.52,128.031,4,2021,"Pop"
"3167",48,"false",0.74,0.709,6,-5.573,0,0.0674,0.0536,0,0.11,0.69,121.998,4,2021,"Pop"
"3168",27,"false",0.757,0.738,8,-5.924,0,0.42,0.147,0,0.0783,0.654,90.042,4,2017,"Pop"
"3169",66,"true",0.665,0.834,4,-7.737,1,0.0576,0.21,0,0.452,0.411,105.292,4,1995,"Both"
"3170",81,"true",0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4,2023,"Pop"
"3171",84,"false",0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4,2021,"Pop"
"3172",57,"false",0.727,0.832,9,-4.327,0,0.0366,0.181,0,0.0615,0.213,127.035,4,2021,"Pop"
"3173",69,"true",0.414,0.936,2,-2.407,1,0.0758,0.00136,0,0.369,0.74,170.229,4,2004,"Pop"
"3174",19,"false",0.357,0.247,3,-13.584,1,0.0287,0.632,0.00031,0.196,0.306,89.794,4,2004,"Other"
"3176",22,"false",0.61,0.315,8,-14.12,1,0.0342,0.517,4.42e-06,0.361,0.58,135.521,4,1998,"Both"
"3177",39,"false",0.544,0.412,7,-12.628,0,0.0482,0.543,2.32e-05,0.0839,0.527,79.957,4,1974,"Both"
"3178",48,"false",0.783,0.838,1,-8.838,1,0.0552,0.0327,2.65e-06,0.0519,0.939,117.791,4,1988,"Both"
"3180",30,"false",0.494,0.96,4,-4.032,1,0.0488,0.0148,0.063,0.259,0.928,145.98,4,2005,"Rock"
"3181",63,"false",0.701,0.459,1,-7.749,1,0.084,0.00407,0.000155,0.045,0.481,102.964,4,2018,"Pop"
"3182",53,"false",0.728,0.619,9,-12.265,1,0.0379,0.0884,8.44e-05,0.039,0.747,128.845,4,1986,"Pop"
"3183",55,"false",0.836,0.926,2,-3.728,1,0.0495,0.000389,0.32,0.203,0.148,127.977,4,2016,"Other"
"3184",48,"false",0.839,0.623,1,-13.712,1,0.108,0.346,0.0138,0.314,0.668,103.799,4,1983,"Other"
"3185",53,"false",0.613,0.772,0,-6.971,1,0.0422,0.0414,0,0.24,0.785,164.825,4,1981,"Rock"
"3186",64,"false",0.889,0.441,0,-9.506,0,0.0379,0.0405,0.000788,0.038,0.963,110.565,4,1981,"Rock"
"3187",66,"false",0.478,0.735,9,-3.212,1,0.0372,0.299,1.94e-06,0.381,0.246,144.727,4,2011,"Both"
"3188",62,"false",0.602,0.684,7,-8.021,1,0.029,0.103,0,0.175,0.961,133,4,1964,"Rock"
"3189",44,"false",0.761,0.716,10,-5.8,0,0.056,0.396,0,0.0771,0.649,119.41,4,2010,"Pop"
"3190",19,"false",0.626,0.777,0,-3.958,1,0.0787,0.0943,0,0.422,0.674,171.945,4,2021,"Pop"
"3191",21,"false",0.45,0.522,5,-7.892,1,0.0377,0.817,3.93e-05,0.254,0.507,126.007,4,1970,"Other"
"3194",48,"false",0.672,0.889,8,-4.74,1,0.0289,0.0023,0,0.241,0.68,122.034,4,2011,"Pop"
"3195",35,"false",0.675,0.862,6,-6.363,0,0.0388,0.0754,0,0.193,0.838,124.045,4,2013,"Pop"
"3196",80,"false",0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,4,2000,"Pop"
"3197",49,"false",0.785,0.579,7,-10.069,1,0.0356,0.18,0.543,0.168,0.262,127.003,4,1996,"Other"
"3198",59,"false",0.592,0.747,8,-4.439,0,0.137,0.0176,0,0.0752,0.697,83.926,4,2011,"Pop"
"3199",1,"false",0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,4,2011,"Pop"
"3200",59,"false",0.492,0.535,3,-7.263,1,0.0298,0.187,0,0.128,0.117,83.033,4,2003,"Both"
"3201",42,"false",0.762,0.823,3,-11.271,1,0.035,0.428,0.173,0.0243,0.8,128.997,4,1988,"Pop"
"3202",48,"true",0.805,0.834,2,-4.713,1,0.0306,0.145,4.46e-06,0.201,0.642,119.966,4,2014,"Pop"
"3203",77,"false",0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0,0.358,0.484,149.937,4,2002,"Pop"
"3204",65,"false",0.579,0.865,6,-4.692,1,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,4,2010,"Both"
"3207",34,"false",0.439,0.537,6,-8.676,1,0.0326,0.226,1.91e-06,0.111,0.586,137.067,4,1973,"Rock"
"3208",61,"false",0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,4,1995,"Pop"
"3209",28,"false",0.775,0.777,9,-4.725,0,0.33,0.278,0.000117,0.243,0.379,114.01,4,2015,"Pop"
"3210",62,"false",0.703,0.469,11,-6.515,0,0.0415,0.177,0,0.726,0.661,86.038,4,1994,"Pop"
"3211",65,"false",0.557,0.66,2,-7.706,1,0.056,0.654,1.66e-06,0.138,0.962,95.252,4,1956,"Rock"
"3212",73,"false",0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,4,1977,"Rock"
"3213",47,"false",0.767,0.45,0,-12.352,1,0.0824,0.347,0,0.113,0.809,106.847,4,2008,"Pop"
"3214",33,"false",0.669,0.775,1,-6.059,1,0.0275,0.0388,0.00349,0.118,0.811,132.019,4,1997,"Rock"
"3215",56,"false",0.828,0.0786,11,-19.45,1,0.0418,0.7,0.213,0.0769,0.485,96.178,4,1972,"Rock"
"3216",75,"false",0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,4,2021,"Pop"
"3218",64,"false",0.689,0.795,1,-4.021,0,0.0356,0.000812,1.07e-06,0.156,0.876,133.968,4,2010,"Pop"
"3219",78,"false",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4,2020,"Pop"
"3220",28,"false",0.534,0.546,7,-9.67,1,0.031,0.347,0.0036,0.633,0.762,85.357,4,2015,"Rock"
"3221",69,"false",0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,4,2013,"Both"
"3225",51,"false",0.582,0.545,4,-11.677,0,0.0298,0.017,4.05e-06,0.229,0.721,101.691,4,1966,"Rock"
"3226",72,"false",0.418,0.452,1,-13.099,1,0.0355,0.638,0.000252,0.0959,0.168,175.124,4,1987,"Both"
"3230",64,"false",0.696,0.517,2,-8.379,0,0.0366,0.364,0,0.197,0.23,112.291,3,2016,"Pop"
"3231",70,"false",0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,4,2017,"Pop"
"3232",25,"false",0.777,0.693,4,-7.65,1,0.0343,0.24,3e-04,0.307,0.985,135.348,4,2001,"Both"
"3233",7,"false",0.689,0.805,2,-11.199,1,0.0429,0.0019,8.23e-05,0.0683,0.914,140.791,4,2012,"Other"
"3234",30,"false",0.824,0.712,9,-13.51,1,0.083,0.109,0.000271,0.0678,0.961,124.91,4,1992,"Pop"
"3235",30,"false",0.58,0.757,3,-6.612,1,0.0376,0.403,1.53e-05,0.128,0.971,188.18,4,1974,"Both"
"3236",89,"false",0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,2000,"Pop"
"3237",74,"false",0.589,0.389,0,-5.972,1,0.028,0.851,0,0.0772,0.501,89.1,4,2010,"Pop"
"3238",39,"false",0.483,0.95,0,-4.263,1,0.179,0.371,0,0.488,0.279,124.694,4,2006,"Rock"
"3240",69,"false",0.486,0.769,1,-5.14,1,0.0341,0.0119,0.00832,0.197,0.393,131.286,4,2012,"Rock"
"3241",61,"false",0.743,0.807,1,-3.78,1,0.0364,0.0435,0,0.309,0.899,144.062,4,2013,"Pop"
"3242",59,"false",0.525,0.882,5,-4.479,1,0.0467,0.0252,0,0.101,0.623,101.674,4,2013,"Both"
"3244",76,"false",0.606,0.957,2,-3.404,1,0.0814,0.00117,0.000295,0.14,0.603,105.105,4,2003,"Both"
"3246",44,"false",0.327,0.92,9,-5.223,1,0.0611,0.144,0.84,0.774,0.439,167.972,4,1965,"Rock"
"3247",29,"false",0.37,0.975,2,-4.255,0,0.107,3.03e-05,0.000813,0.0475,0.407,160.186,4,2008,"Rock"
"3248",79,"false",0.552,0.608,1,-9.786,0,0.0345,0.352,0,0.0533,0.637,112.367,4,1966,"Both"
"3249",55,"false",0.725,0.68,8,-5.465,1,0.0306,0.162,2.13e-06,0.158,0.76,119.939,4,2014,"Other"
"3250",60,"false",0.697,0.835,6,-5.843,1,0.0912,0.00578,0,0.314,0.832,128.018,4,2010,"Pop"
"3252",43,"false",0.73,0.664,5,-8.558,1,0.116,0.0941,6.23e-05,0.137,0.947,173.232,4,2001,"Pop"
"3253",67,"false",0.856,0.746,7,-2.728,0,0.042,0.0292,1.53e-05,0.206,0.761,98.018,4,2004,"Pop"
"3254",29,"false",0.487,0.557,4,-11.745,0,0.071,0.763,0.0852,0.211,0.643,80.732,4,1968,"Rock"
"3255",22,"false",0.391,0.929,9,-6.674,1,0.0601,0.127,0.0479,0.6,0.889,180.275,4,2015,"Rock"
"3256",21,"false",0.683,0.965,9,-4.042,1,0.179,0.00415,0,0.0669,0.67,152.85,4,2005,"Both"
"3257",47,"false",0.436,0.869,0,-3.156,0,0.0457,0.0777,0,0.0895,0.456,160.334,4,2007,"Rock"
"3258",30,"true",0.492,0.728,0,-5.689,1,0.0852,0.133,0,0.345,0.749,69.992,4,2015,"Other"
"3259",72,"false",0.782,0.58,7,-6.548,1,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,4,2012,"Pop"
"3262",61,"false",0.624,0.554,2,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031,4,2009,"Other"
"3263",51,"false",0.435,0.489,7,-7.519,1,0.0301,0.555,0.000246,0.107,0.178,169.861,4,2005,"Other"
"3264",49,"false",0.49,0.843,4,-4.849,1,0.0478,0.0706,0,0.104,0.564,112.85,4,2003,"Pop"
"3265",59,"false",0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027,4,2016,"Pop"
"3266",65,"true",0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,4,2020,"Pop"
"3267",73,"false",0.505,0.833,0,-4.632,1,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,4,2011,"Rock"
"3269",74,"true",0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776,4,2010,"Pop"
"3271",42,"false",0.501,0.752,7,-7.242,1,0.0352,0.115,0.205,0.387,0.583,147.515,4,1989,"Other"
"3272",1,"false",0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,4,2015,"Pop"
"3274",12,"false",0.698,0.861,7,-4.872,1,0.151,0.00361,0,0.0618,0.834,106.502,4,2013,"Pop"
"3275",38,"false",0.714,0.769,5,-9.575,1,0.0532,0.799,0.000822,0.126,0.599,123.043,4,1977,"Other"
"3276",44,"false",0.617,0.761,10,-5.434,0,0.0621,0.0281,1.18e-06,0.137,0.26,84.986,4,2020,"Pop"
"3277",50,"true",0.538,0.512,4,-4.548,0,0.0262,0.22,0,0.101,0.12,144.978,4,2021,"Pop"
"3278",3,"false",0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,4,1975,"Rock"
"3279",28,"false",0.57,0.691,9,-6.492,1,0.0368,0.117,0,0.0459,0.938,136.817,3,2004,"Rock"
"3280",39,"false",0.667,0.723,3,-3.873,1,0.0571,0.00635,0,0.0636,0.538,128.023,4,2012,"Pop"
"3281",49,"false",0.64,0.653,5,-6.039,1,0.0281,0.0171,0.000215,0.119,0.611,129.986,4,2019,"Both"
"3282",70,"false",0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513,4,2014,"Pop"
"3285",29,"false",0.601,0.883,0,-6.666,1,0.0595,0.253,0.00101,0.0899,0.79,98.663,4,2014,"Pop"
"3286",13,"false",0.468,0.445,7,-6.028,1,0.0274,0.781,0.00515,0.0839,0.19,127.434,4,2016,"Pop"
"3287",1,"false",0.701,0.705,5,-6.181,1,0.0357,0.184,0,0.141,0.725,100.668,4,1993,"Pop"
"3288",30,"false",0.612,0.694,0,-8.277,1,0.026,0.00142,0.0012,0.0749,0.551,115.53,4,1997,"Both"
"3289",54,"false",0.692,0.443,1,-5.671,1,0.0386,0.214,0,0.06,0.363,127.9,4,2019,"Pop"
"3292",11,"false",0.386,0.493,2,-8.56,1,0.0275,0.246,0,0.18,0.647,75.694,3,2009,"Other"
"3294",59,"false",0.585,0.526,3,-4.905,1,0.0308,0.227,0,0.0963,0.488,141.837,4,2015,"Pop"
"3296",72,"false",0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,4,2014,"Pop"
"3298",2,"false",0.554,0.321,9,-8.251,1,0.028,0.893,0,0.0996,0.288,135.047,4,2011,"Pop"
"3299",40,"false",0.94,0.836,4,-6.263,0,0.184,0.00399,0.00984,0.0984,0.626,129.005,4,2009,"Other"
"3300",72,"false",0.33,0.469,10,-9.286,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,4,1981,"Rock"
"3301",63,"false",0.605,0.874,7,-4.949,0,0.0295,0.000563,0.812,0.112,0.836,125.99,4,2008,"Pop"
"3302",1,"false",0.769,0.78,9,-4.296,1,0.101,0.0859,7e-06,0.044,0.84,105.021,4,2019,"Other"
"3303",68,"false",0.8,0.825,11,-6.552,0,0.034,0.0559,2.18e-06,0.141,0.903,100.035,4,1996,"Pop"
"3304",12,"false",0.494,0.451,2,-11.984,1,0.0506,0.442,1.47e-05,0.0781,0.22,167.504,4,2003,"Both"
"3305",42,"false",0.595,0.57,2,-11.301,1,0.0356,0.678,0.291,0.13,0.884,137.757,4,1994,"Other"
"3306",64,"true",0.509,0.827,0,-7.715,1,0.0782,0.0409,0,0.12,0.743,135.601,4,1976,"Rock"
"3307",39,"false",0.519,0.891,6,-5.395,1,0.0513,9.72e-05,3.69e-05,0.0692,0.463,144.054,4,2003,"Rock"
"3308",16,"false",0.401,0.685,3,-4.371,1,0.029,0.0595,0,0.101,0.22,80.539,3,2009,"Both"
"3309",54,"false",0.631,0.852,1,-3.181,1,0.029,0.0601,0.000102,0.144,0.834,132.018,4,1990,"Rock"
"3310",5,"false",0.418,0.902,0,-3.703,1,0.0644,0.034,1.09e-05,0.212,0.693,143.391,4,2017,"Both"
"3311",15,"false",0.729,0.586,1,-6.564,1,0.0262,0.246,0,0.11,0.581,105.929,4,2019,"Other"
"3314",47,"false",0.745,0.86,6,-11.075,1,0.0439,0.152,0.00411,0.636,0.754,111.804,4,1986,"Both"
"3316",4,"false",0.778,0.938,1,-8.076,1,0.051,0.00316,0.876,0.0573,0.498,137.863,4,2009,"Other"
"3317",32,"false",0.689,0.832,6,-3.859,1,0.0355,0.0919,0,0.0551,0.857,97.023,4,2012,"Other"
"3319",53,"false",0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,4,2018,"Other"
"3320",30,"false",0.594,0.8,6,-3.105,0,0.149,0.0657,0,0.114,0.484,133.159,4,2011,"Pop"
"3322",28,"false",0.496,0.453,8,-8.283,1,0.0377,0.362,0.000372,0.108,0.221,81.761,4,2012,"Pop"
"3324",73,"false",0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,4,1978,"Rock"
"3325",24,"false",0.667,0.726,2,-5.087,1,0.0277,0.0986,0,0.237,0.767,106.969,4,1998,"Pop"
"3326",42,"false",0.707,0.436,10,-15.632,1,0.0246,0.0775,3.65e-05,0.283,0.677,96.287,4,1975,"Rock"
"3329",69,"false",0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,4,2020,"Pop"
"3330",44,"false",0.431,0.569,8,-10.774,1,0.0781,0.204,0,0.302,0.18,131.434,4,2010,"Both"
"3331",75,"false",0.758,0.557,7,-4.568,1,0.034,0.0117,0,0.0418,0.781,126.986,4,2011,"Pop"
"3332",58,"false",0.714,0.825,11,-5.447,0,0.0751,0.0128,0.000569,0.049,0.751,94.074,4,1995,"Other"
"3333",72,"false",0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514,4,2004,"Pop"
"3337",49,"false",0.71,0.792,0,-5.996,1,0.0453,0.0792,3.32e-05,0.0871,0.858,116.687,4,1977,"Rock"
"3338",40,"false",0.562,0.493,10,-6.159,1,0.028,0.33,0,0.0928,0.251,79.062,4,2004,"Pop"
"3339",30,"false",0.506,0.828,7,-9.986,1,0.0344,0.0841,0.000242,0.263,0.962,163.858,4,1989,"Rock"
"3340",28,"false",0.467,0.941,11,-3.483,1,0.106,0.00587,3.66e-06,0.316,0.687,136.893,4,2009,"Other"
"3342",78,"false",0.411,0.404,0,-9.928,0,0.0511,0.271,0,0.3,0.226,71.068,4,1975,"Rock"
"3343",27,"false",0.445,0.71,6,-4.063,1,0.0281,0.197,0,0.104,0.238,75.845,4,2004,"Pop"
"3346",26,"false",0.654,0.505,8,-8.28,1,0.0414,0.0983,0,0.316,0.568,150.108,4,2005,"Pop"
"3348",59,"false",0.472,0.946,2,-4.591,1,0.145,0.0372,0,0.352,0.486,177.489,4,1990,"Rock"
"3350",37,"false",0.821,0.658,6,-12.672,1,0.0397,0.136,0,0.167,0.932,119.985,4,1986,"Pop"
"3351",69,"true",0.689,0.735,2,-4.545,1,0.267,0.00922,0.00072,0.365,0.059,171.403,4,2014,"Other"
"3352",82,"false",0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4,2019,"Pop"
"3354",40,"false",0.796,0.784,11,-3.713,1,0.061,0.147,5.27e-06,0.105,0.818,127.507,4,2011,"Pop"
"3355",61,"false",0.715,0.931,7,-3.793,1,0.0565,0.171,0,0.0757,0.742,120.025,4,2014,"Both"
"3356",43,"false",0.368,0.858,1,-4.986,0,0.246,0.093,0.00267,0.0986,0.542,175.7,4,2015,"Other"
"3357",75,"false",0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,4,2009,"Pop"
"3358",27,"false",0.572,0.646,7,-12.176,1,0.0461,0.0183,0,0.0969,0.971,158.103,4,1998,"Pop"
"3359",25,"false",0.393,0.396,11,-13.413,0,0.0378,0.794,8.06e-06,0.405,0.381,90.495,4,2014,"Other"
"3360",53,"false",0.647,0.754,10,-5.446,1,0.0378,0.015,0,0.0684,0.755,97.005,4,2018,"Rock"
"3361",25,"false",0.521,0.845,1,-7.74,0,0.0442,0.0379,0,0.245,0.821,171.943,4,1998,"Both"
"3362",53,"false",0.609,0.785,11,-3.32,1,0.0891,0.0502,0,0.171,0.756,151.995,4,2020,"Pop"
"3363",72,"true",0.748,0.749,8,-5.916,0,0.516,0.142,0,0.0713,0.659,90.09,4,2017,"Pop"
"3364",31,"false",0.686,0.296,2,-8.514,1,0.0309,0.761,0,0.0783,0.308,85.94,4,2016,"Pop"
"3365",78,"false",0.655,0.797,2,-4.787,1,0.153,0.198,0,0.067,0.839,177.928,4,2019,"Pop"
"3369",56,"false",0.869,0.7,2,-4.966,1,0.0419,0.0571,0.414,0.0691,0.983,103.983,4,2010,"Both"
"3370",85,"false",0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4,1985,"Both"
"3371",74,"false",0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,4,1986,"Rock"
"3372",7,"false",0.248,0.51,5,-5.485,1,0.0308,0.977,0.0127,0.822,0.277,89.181,3,1997,"Other"
"3373",67,"false",0.672,0.593,11,-4.01,0,0.0304,0.0223,0,0.214,0.438,98.02,4,2015,"Pop"
"3375",9,"false",0.377,0.453,10,-5.256,1,0.026,0.106,0.000811,0.217,0.228,80.047,4,2007,"Pop"
"3376",1,"true",0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,4,2001,"Pop"
"3380",1,"false",0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,4,1983,"Other"
"3384",52,"false",0.516,0.566,7,-8.339,1,0.0378,0.0523,0.000949,0.11,0.175,126.819,4,2013,"Other"
"3385",46,"false",0.778,0.756,1,-7.323,1,0.0407,0.029,0.000278,0.0659,0.244,101.33,4,2000,"Pop"
"3386",76,"false",0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4,1979,"Other"
"3389",83,"false",0.618,0.938,9,-3.442,1,0.0456,0.0179,0,0.167,0.875,91.455,4,2002,"Rock"
"3390",41,"false",0.672,0.764,0,-5.067,1,0.0678,0.127,0,0.0735,0.438,105.004,4,2018,"Pop"
"3391",30,"false",0.584,0.68,8,-7.333,1,0.0817,0.515,0,0.204,0.87,141.529,4,1963,"Rock"
"3392",76,"false",0.744,0.789,9,-4.876,0,0.059,0.0036,0.00144,0.0947,0.866,116.985,4,2023,"Pop"
"3393",69,"true",0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,4,1999,"Pop"
"3395",73,"true",0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,4,2018,"Pop"
"3396",76,"false",0.597,0.87,10,-11.97,1,0.0371,0.0119,0.166,0.0678,0.944,109.901,4,1985,"Pop"
"3397",53,"false",0.564,0.888,5,-6.763,1,0.0325,0.0109,6.68e-05,0.177,0.526,91.989,4,1992,"Rock"
"3398",62,"true",0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984,4,2017,"Pop"
"3399",60,"false",0.74,0.752,9,-7.008,0,0.0359,0.0409,0.00125,0.0233,0.939,114.851,4,1991,"Pop"
"3400",31,"false",0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,4,2015,"Rock"
"3401",70,"false",0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,4,2018,"Pop"
"3403",48,"false",0.67,0.884,7,-4.761,1,0.0278,0.281,0,0.077,0.94,119.834,4,2019,"Rock"
"3405",10,"false",0.656,0.45,3,-6.231,1,0.0839,0.261,0,0.153,0.703,104.873,4,2021,"Other"
